"projectID";"legalBasis";"title";"uniqueProgrammePart"
"101096352";"HORIZON.2.5.2";"Energy Supply";""
"101096352";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101092339";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101092339";"HORIZON.2.4.4";"Advanced Materials";""
"101073437";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101103450";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101103450";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101135299";"HORIZON.2.5.2";"Energy Supply";""
"101135299";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101080025";"HORIZON.2.4.8";"Circular Industries";""
"101080025";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101079951";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101079951";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101096126";"HORIZON.2.5.2";"Energy Supply";""
"101096126";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101147509";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101147509";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101073357";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101119603";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101084422";"HORIZON.2.5.2";"Energy Supply";""
"101084422";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101123467";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101123467";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101096139";"HORIZON.2.5.2";"Energy Supply";""
"101096139";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069639";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069639";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101069722";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069722";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101091749";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101091749";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101096803";"HORIZON.2.5.2";"Energy Supply";""
"101096803";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101138242";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101138242";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101130860";"HORIZON.4.1.5";"Fostering brain circulation of researchers and excellence initiatives";""
"101130860";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101069820";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069820";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101147855";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101147855";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101041255";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101123330";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101123330";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101138672";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101138672";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101079963";"HORIZON.2.4.8";"Circular Industries";""
"101079963";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101123412";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101123412";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101121100";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101147781";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101147781";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101039746";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101068036";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101084066";"HORIZON.2.5.2";"Energy Supply";""
"101084066";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101077698";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101094463";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101138620";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101138620";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101138620";"HORIZON.2.5.6";"Industrial Competitiveness in Transport";""
"101045008";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101096299";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101096299";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101096299";"HORIZON.2.5.6";"Industrial Competitiveness in Transport";""
"101083571";"HORIZON.2.5.2";"Energy Supply";""
"101083571";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101039110";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101099284";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101146291";"HORIZON.2.5.2";"Energy Supply";""
"101146291";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101040379";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101054572";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101072851";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101119852";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101138070";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101136000";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101136000";"HORIZON.2.5.3";"Energy Systems and Grids";""
"101115506";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101046333";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046333";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101118270";"HORIZON.2.5.2";"Energy Supply";""
"101118270";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101076014";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101059479";"EURATOM2027";"Euratom Research and Training Programme (EURATOM)";"true"
"101059479";"EURATOM.1.1.1";"Nuclear safety";""
"101043617";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101119865";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101084158";"HORIZON.2.5.2";"Energy Supply";""
"101084158";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101135763";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101135763";"HORIZON.2.5.3";"Energy Systems and Grids";""
"101040994";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101075656";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101075656";"HORIZON.2.5.3";"Energy Systems and Grids";""
"101076649";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101054894";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101054577";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101083827";"HORIZON.2.5.2";"Energy Supply";""
"101083827";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101046297";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046297";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101108406";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101101967";"HORIZON.2.5.7";"Clean, Safe and Accessible Transport and Mobility";""
"101101967";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"190188980";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101065152";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101137792";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101156725";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101106064";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101115709";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101122231";"HORIZON.2.5.2";"Energy Supply";""
"101122231";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101078304";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101113333";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101122206";"HORIZON.2.5.2";"Energy Supply";""
"101122206";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069605";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069605";"HORIZON.2.5.1";"Climate Science and Solutions";""
"101111977";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101111977";"HORIZON.2.4.2";"Key Digital Technologies";""
"101105363";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101046307";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046307";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101108639";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101108100";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101110795";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101110423";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101098168";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101147112";"HORIZON.2.5.2";"Energy Supply";""
"101147112";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101059543";"EURATOM2027";"Euratom Research and Training Programme (EURATOM)";"true"
"101059543";"EURATOM.1.1.1";"Nuclear safety";""
"101138112";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101138112";"HORIZON.2.4.4";"Advanced Materials";""
"101069447";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101039802";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101115295";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101113260";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101093572";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101110156";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101100953";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101091682";"HORIZON.2.4.8";"Circular Industries";""
"101091682";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101106295";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101130883";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101135075";"HORIZON.2.4.10";"Space, including Earth Observation";""
"101135075";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070441";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070441";"HORIZON.2.4.2";"Key Digital Technologies";""
"101103873";"HORIZON.2.5.9";"Energy Storage";""
"101103873";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101069789";"HORIZON.2.5.9";"Energy Storage";""
"101069789";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101112054";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101138646";"HORIZON.2.4.9";"Low-Carbon and Clean Industries";""
"101138646";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101064343";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101075400";"HORIZON.2.5.2";"Energy Supply";""
"101075400";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101075400";"HORIZON.2.5.3";"Energy Systems and Grids";""
"101075400";"HORIZON.2.5.4";"Buildings and Industrial Facilities in Energy Transition";""
"101097738";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101158287";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101069232";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101080173";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101080173";"HORIZON.2.4.2";"Key Digital Technologies";""
"101062339";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101092080";"HORIZON.2.4.9";"Low-Carbon and Clean Industries";""
"101092080";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101092080";"HORIZON.2.4.4";"Advanced Materials";""
"101109359";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101125304";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101097053";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101041998";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101114639";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101107099";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062451";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101069099";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101043451";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101066521";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101045152";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101106116";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101094527";"HORIZON.2.2";"Culture, creativity and inclusive society";"true"
"101094527";"HORIZON.2.2.3";"Social and Economic Transformations";""
"101063466";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101104439";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063381";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101110169";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067686";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101106259";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062962";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101104734";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101055073";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101067123";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101044127";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101062645";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064589";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101103589";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061497";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064880";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101042293";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101106831";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101045075";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101046973";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101046973";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101080086";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101080086";"HORIZON.2.4.2";"Key Digital Technologies";""
"101041443";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101115674";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101063316";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101125590";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101088589";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101115511";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101104845";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101052786";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101099230";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101109773";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061805";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101125822";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101126364";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101116680";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101109293";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059826";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101109486";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101077265";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101114881";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101065974";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101076814";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101054448";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101142020";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101045494";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101117144";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101114899";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101063135";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063234";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101077420";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101108476";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101135699";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101135699";"HORIZON.2.4.7";"Advanced Computing and Big Data";""
"101081458";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059865";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068332";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101053159";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101119961";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101039098";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101056638";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101116599";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101077500";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101055097";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101063375";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101106868";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101043705";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101103348";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101044249";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101089099";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101041109";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101087692";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101104590";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101039754";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101063285";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101087907";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101063362";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101130724";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101166330";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101086733";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101060162";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101108117";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101138580";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101054500";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101110987";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101098813";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101095574";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101111079";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101109743";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101070193";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070193";"HORIZON.2.4.2";"Key Digital Technologies";""
"101066064";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101105916";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101083038";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101042075";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101088055";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101076737";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101105506";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101047029";"HORIZON.3.1.1";"The Pathfinder for Advanced Research";""
"101047029";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101110866";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101078313";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101057404";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101057404";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101112026";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101110742";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065067";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101084261";"HORIZON.2.5.2";"Energy Supply";""
"101084261";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101064381";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101114349";"HORIZON.3.2";"European innovation ecosystems";"true"
"101138475";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101138475";"HORIZON.2.4.4";"Advanced Materials";""
"101099462";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101055088";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101114112";"HORIZON.3.2";"European innovation ecosystems";"true"
"101137726";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101147451";"HORIZON.2.5.2";"Energy Supply";""
"101147451";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101091982";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101091982";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101107201";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101120006";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"190184905";"HORIZON.3.1.2";"The Accelerator";""
"190184905";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101045098";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101113210";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101112447";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101112447";"HORIZON.2.6.6";"Bio-based Innovation Systems in the EU Bioeconomy";""
"101057988";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101057988";"HORIZON.2.4.4";"Advanced Materials";""
"101075821";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101146834";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101081830";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101096020";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101106323";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101058570";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058570";"HORIZON.2.4.4";"Advanced Materials";""
"101069203";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101059786";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101059786";"HORIZON.2.6.6";"Bio-based Innovation Systems in the EU Bioeconomy";""
"101112842";"HORIZON.2.2";"Culture, creativity and inclusive society";""
"101112842";"HORIZON.2.4";"Digital, Industry and Space";""
"101112842";"HORIZON.2.3";"Civil Security for Society";""
"101112842";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101087367";"HORIZON.4.1.3";"ERA-Chairs";""
"101087367";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"190157248";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101061820";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101097351";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101073266";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101070085";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070085";"HORIZON.2.4.2";"Key Digital Technologies";""
"190103720";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101073432";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101106941";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101158575";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101082040";"HORIZON.2.6";"Food, Bioeconomy Natural Resources, Agriculture and Environment";"true"
"101082040";"HORIZON.2.6.6";"Bio-based Innovation Systems in the EU Bioeconomy";""
"101058450";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058450";"HORIZON.2.4.4";"Advanced Materials";""
"190138422";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101110162";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"190114794";"HORIZON.3.1.2";"The Accelerator";""
"190114794";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101076687";"HORIZON.1.1";"European Research Council (ERC)";"true"
"190183175";"HORIZON.3.1.2";"The Accelerator";""
"190183175";"HORIZON.3.1";"The European Innovation Council (EIC)";"true"
"101105245";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101109054";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101125178";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101109383";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101039890";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101062041";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101070347";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070347";"HORIZON.2.4.3";"Emerging enabling technologies";""
"101064526";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101091554";"HORIZON.2.4.9";"Low-Carbon and Clean Industries";""
"101091554";"HORIZON.2.4.1";"Manufacturing Technologies";""
"101091554";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101069234";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101109675";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101106582";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101106797";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101101025";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101060941";"HORIZON.2.2";"Culture, creativity and inclusive society";"true"
"101060941";"HORIZON.2.2.2";"Cultural Heritage";""
"101097684";"HORIZON.1.1";"European Research Council (ERC)";"true"
"101107704";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101058076";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101058076";"HORIZON.2.4.4";"Advanced Materials";""
"101122327";"HORIZON.2.5.2";"Energy Supply";""
"101122327";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101147653";"HORIZON.2.5.2";"Energy Supply";""
"101147653";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101078989";"HORIZON.4.1.2";"Twinning";""
"101078989";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101082573";"HORIZON.2.4.10";"Space, including Earth Observation";""
"101082573";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101109284";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101084348";"HORIZON.2.5.2";"Energy Supply";""
"101084348";"HORIZON.2.5";"Climate, Energy and Mobility";"true"
"101106176";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101091944";"HORIZON.2.4";"Digital, Industry and Space";"true"
